Time Serie Results File    
NAME   : TAVIRA 381A-02 
LOCALIZATION_I : -999999  
LOCALIZATION_J : -999999  
LOCALIZATION_K : 1  
SERIE_INITIAL_DATA   : 1999 6 22 17 40 0   
TIME_UNITS :  SECONDS  
MODEL_DOMAIN   :   
COORD_X : -7.6300  
COORD_Y : 37.1150  
Seconds YY MM DD hh mm ss Temp(oC) Sal Pressao(Kpa) DirN(o) VelC(cm/s) Comp-u(cm/s) Comp-v(cm/s) Turb(ftu)
<BeginTimeSerie>    
112200 1999 6 24 0 50 0 2.16E+01 3.61E+01 1.30E+01 3.75E+01 2.64E+01 1.61E+01 2.09E+01 1.27E+00
112800 1999 6 24 1 0 0 2.17E+01 3.61E+01 1.30E+01 3.64E+01 3.18E+01 1.89E+01 2.56E+01 1.32E+00
113400 1999 6 24 1 10 0 2.17E+01 3.61E+01 1.30E+01 3.61E+01 3.62E+01 2.13E+01 2.92E+01 1.37E+00
114000 1999 6 24 1 20 0 2.17E+01 3.61E+01 1.30E+01 3.82E+01 3.47E+01 2.15E+01 2.73E+01 1.37E+00
114600 1999 6 24 1 30 0 2.17E+01 3.61E+01 1.30E+01 3.50E+01 4.01E+01 2.30E+01 3.28E+01 1.37E+00
115200 1999 6 24 1 40 0 2.18E+01 3.61E+01 1.30E+01 3.82E+01 4.11E+01 2.54E+01 3.23E+01 1.56E+00
115800 1999 6 24 1 50 0 2.19E+01 3.61E+01 1.30E+01 3.75E+01 4.21E+01 2.56E+01 3.34E+01 1.51E+00
116400 1999 6 24 2 0 0 2.20E+01 3.61E+01 1.30E+01 3.82E+01 4.11E+01 2.54E+01 3.23E+01 1.51E+00
117000 1999 6 24 2 10 0 2.21E+01 3.61E+01 1.30E+01 3.54E+01 4.55E+01 2.63E+01 3.71E+01 1.56E+00
117600 1999 6 24 2 20 0 2.22E+01 3.61E+01 1.30E+01 3.85E+01 4.11E+01 2.56E+01 3.21E+01 1.56E+00
118200 1999 6 24 2 30 0 2.23E+01 3.61E+01 1.30E+01 3.71E+01 4.16E+01 2.51E+01 3.31E+01 1.56E+00
118800 1999 6 24 2 40 0 2.23E+01 3.61E+01 1.30E+01 3.75E+01 3.96E+01 2.41E+01 3.14E+01 1.66E+00
119400 1999 6 24 2 50 0 2.25E+01 3.61E+01 1.30E+01 3.64E+01 3.91E+01 2.32E+01 3.15E+01 1.63E+00
120000 1999 6 24 3 0 0 2.26E+01 3.61E+01 1.30E+01 3.57E+01 4.01E+01 2.34E+01 3.25E+01 1.75E+00
120600 1999 6 24 3 10 0 2.27E+01 3.62E+01 1.30E+01 3.57E+01 3.72E+01 2.17E+01 3.02E+01 1.85E+00
121200 1999 6 24 3 20 0 2.28E+01 3.62E+01 1.30E+01 3.68E+01 3.62E+01 2.17E+01 2.90E+01 1.90E+00
121800 1999 6 24 3 30 0 2.30E+01 3.62E+01 1.30E+01 3.64E+01 3.08E+01 1.83E+01 2.48E+01 1.99E+00
122400 1999 6 24 3 40 0 2.29E+01 3.62E+01 1.30E+01 3.36E+01 2.79E+01 1.54E+01 2.32E+01 2.43E+00
123000 1999 6 24 3 50 0 2.28E+01 3.63E+01 1.30E+01 3.33E+01 1.91E+01 1.05E+01 1.59E+01 2.75E+00
123600 1999 6 24 4 0 0 2.29E+01 3.63E+01 1.30E+01 2.94E+01 1.96E+01 9.60E+00 1.70E+01 2.68E+00
124200 1999 6 24 4 10 0 2.31E+01 3.63E+01 1.30E+01 2.69E+01 1.96E+01 8.86E+00 1.74E+01 2.63E+00
124800 1999 6 24 4 20 0 2.30E+01 3.63E+01 1.30E+01 2.91E+01 1.27E+01 6.17E+00 1.11E+01 2.78E+00
125400 1999 6 24 4 30 0 2.31E+01 3.63E+01 1.30E+01 3.43E+01 1.12E+01 6.34E+00 9.29E+00 2.63E+00
126000 1999 6 24 4 40 0 2.31E+01 3.63E+01 1.30E+01 3.61E+01 1.17E+01 6.91E+00 9.48E+00 2.73E+00
126600 1999 6 24 4 50 0 2.30E+01 3.64E+01 1.30E+01 3.54E+01 6.84E+00 3.96E+00 5.58E+00 2.61E+00
127200 1999 6 24 5 0 0 2.31E+01 3.64E+01 1.30E+01 3.15E+01 4.40E+00 2.30E+00 3.75E+00 2.53E+00
127800 1999 6 24 5 10 0 2.32E+01 3.63E+01 1.30E+01 3.78E+01 3.91E+00 2.40E+00 3.09E+00 2.43E+00
128400 1999 6 24 5 20 0 2.32E+01 3.64E+01 1.30E+01 3.85E+01 2.44E+00 1.52E+00 1.91E+00 2.38E+00
129000 1999 6 24 5 30 0 2.31E+01 3.64E+01 1.30E+01 2.44E+02 1.47E+00 -1.32E+00 -6.38E-01 2.63E+00
129600 1999 6 24 5 40 0 2.30E+01 3.63E+01 1.30E+01 2.67E+02 1.47E+00 -1.46E+00 -8.40E-02 2.41E+00
130200 1999 6 24 5 50 0 2.31E+01 3.64E+01 1.30E+01 1.67E+02 2.44E+00 5.55E-01 -2.38E+00 2.38E+00
130800 1999 6 24 6 0 0 2.30E+01 3.60E+01 1.30E+01 2.36E+02 5.38E+00 -4.47E+00 -3.00E+00 2.31E+00
131400 1999 6 24 6 10 0 2.31E+01 3.63E+01 1.30E+01 2.16E+02 8.31E+00 -4.86E+00 -6.75E+00 2.19E+00
132000 1999 6 24 6 20 0 2.31E+01 3.63E+01 1.30E+01 2.25E+02 1.27E+01 -8.97E+00 -9.01E+00 2.29E+00
132600 1999 6 24 6 30 0 2.29E+01 3.62E+01 1.30E+01 2.20E+02 1.96E+01 -1.27E+01 -1.49E+01 2.29E+00
133200 1999 6 24 6 40 0 2.28E+01 3.61E+01 1.30E+01 2.17E+02 2.25E+01 -1.36E+01 -1.79E+01 2.19E+00
133800 1999 6 24 6 50 0 2.27E+01 3.61E+01 1.30E+01 2.13E+02 2.35E+01 -1.26E+01 -1.98E+01 2.14E+00
134400 1999 6 24 7 0 0 2.25E+01 3.60E+01 1.30E+01 2.25E+02 2.44E+01 -1.74E+01 -1.72E+01 2.24E+00
135000 1999 6 24 7 10 0 2.24E+01 3.61E+01 1.30E+01 2.13E+02 2.20E+01 -1.20E+01 -1.85E+01 2.04E+00
135600 1999 6 24 7 20 0 2.24E+01 3.60E+01 1.30E+01 2.15E+02 3.03E+01 -1.76E+01 -2.47E+01 1.85E+00
136200 1999 6 24 7 30 0 2.21E+01 3.61E+01 1.30E+01 2.14E+02 3.28E+01 -1.85E+01 -2.70E+01 1.75E+00
136800 1999 6 24 7 40 0 2.17E+01 3.60E+01 1.30E+01 2.15E+02 3.42E+01 -1.95E+01 -2.81E+01 1.56E+00
137400 1999 6 24 7 50 0 2.15E+01 3.61E+01 -1.00E+00 2.15E+02 3.23E+01 -1.84E+01 -2.65E+01 1.46E+00
138000 1999 6 24 8 0 0 2.12E+01 3.61E+01 1.30E+01 2.10E+02 3.37E+01 -1.68E+01 -2.93E+01 1.37E+00
138600 1999 6 24 8 10 0 2.09E+01 3.61E+01 1.30E+01 2.11E+02 3.37E+01 -1.73E+01 -2.90E+01 1.32E+00
139200 1999 6 24 8 20 0 2.07E+01 3.61E+01 1.30E+01 2.11E+02 3.67E+01 -1.88E+01 -3.15E+01 1.27E+00
139800 1999 6 24 8 30 0 2.06E+01 3.61E+01 1.30E+01 2.10E+02 3.42E+01 -1.74E+01 -2.95E+01 1.27E+00
140400 1999 6 24 8 40 0 2.05E+01 3.61E+01 1.30E+01 2.08E+02 3.33E+01 -1.54E+01 -2.94E+01 1.27E+00
141000 1999 6 24 8 50 0 2.03E+01 3.61E+01 1.30E+01 2.12E+02 3.72E+01 -1.96E+01 -3.16E+01 1.37E+00
141600 1999 6 24 9 0 0 2.03E+01 3.61E+01 1.30E+01 2.12E+02 3.91E+01 -2.09E+01 -3.31E+01 1.37E+00
142200 1999 6 24 9 10 0 2.02E+01 3.61E+01 1.30E+01 2.10E+02 3.62E+01 -1.83E+01 -3.12E+01 1.27E+00
142800 1999 6 24 9 20 0 2.02E+01 3.61E+01 1.30E+01 2.10E+02 3.62E+01 -1.82E+01 -3.13E+01 1.27E+00
143400 1999 6 24 9 30 0 2.01E+01 3.61E+01 1.30E+01 2.14E+02 3.62E+01 -2.02E+01 -3.00E+01 1.25E+00
144000 1999 6 24 9 40 0 2.01E+01 3.61E+01 1.30E+01 2.13E+02 3.52E+01 -1.91E+01 -2.95E+01 1.18E+00
144600 1999 6 24 9 50 0 2.01E+01 3.61E+01 1.30E+01 2.13E+02 3.67E+01 -2.01E+01 -3.07E+01 1.13E+00
145200 1999 6 24 10 0 0 2.01E+01 3.61E+01 1.30E+01 2.11E+02 3.62E+01 -1.87E+01 -3.10E+01 1.13E+00
145800 1999 6 24 10 10 0 2.02E+01 3.61E+01 1.30E+01 2.14E+02 3.28E+01 -1.83E+01 -2.72E+01 1.09E+00
146400 1999 6 24 10 20 0 2.02E+01 3.61E+01 1.30E+01 2.15E+02 3.08E+01 -1.75E+01 -2.53E+01 1.09E+00
147000 1999 6 24 10 30 0 2.03E+01 3.61E+01 1.30E+01 2.17E+02 2.89E+01 -1.73E+01 -2.31E+01 9.90E-01
147600 1999 6 24 10 40 0 2.04E+01 3.61E+01 1.30E+01 2.16E+02 2.69E+01 -1.58E+01 -2.17E+01 9.90E-01
148200 1999 6 24 10 50 0 2.04E+01 3.61E+01 1.30E+01 2.15E+02 2.64E+01 -1.53E+01 -2.15E+01 9.90E-01
148800 1999 6 24 11 0 0 2.05E+01 3.61E+01 1.30E+01 2.19E+02 2.15E+01 -1.35E+01 -1.67E+01 1.06E+00
149400 1999 6 24 11 10 0 2.05E+01 3.61E+01 1.30E+01 2.15E+02 1.86E+01 -1.08E+01 -1.51E+01 9.90E-01
150000 1999 6 24 11 20 0 2.06E+01 3.61E+01 1.30E+01 2.13E+02 1.56E+01 -8.59E+00 -1.31E+01 9.40E-01
150600 1999 6 24 11 30 0 2.06E+01 3.61E+01 1.30E+01 2.07E+02 1.08E+01 -4.82E+00 -9.62E+00 9.90E-01
151200 1999 6 24 11 40 0 2.06E+01 3.61E+01 1.30E+01 2.20E+02 7.82E+00 -5.06E+00 -5.96E+00 9.40E-01
151800 1999 6 24 11 50 0 2.06E+01 3.61E+01 1.30E+01 2.66E+02 4.90E-01 -4.88E-01 -3.40E-02 9.90E-01
152400 1999 6 24 12 0 0 2.06E+01 3.61E+01 1.30E+01 7.83E+01 2.93E+00 2.87E+00 5.96E-01 9.90E-01
153000 1999 6 24 12 10 0 2.07E+01 3.61E+01 1.30E+01 5.02E+01 4.89E+00 3.75E+00 3.13E+00 9.00E-01
153600 1999 6 24 12 20 0 2.07E+01 3.61E+01 1.30E+01 5.79E+01 9.29E+00 7.87E+00 4.94E+00 9.90E-01
154200 1999 6 24 12 30 0 2.08E+01 3.61E+01 1.30E+01 4.98E+01 1.66E+01 1.27E+01 1.07E+01 9.90E-01
154800 1999 6 24 12 40 0 2.07E+01 3.61E+01 1.30E+01 4.03E+01 2.15E+01 1.39E+01 1.64E+01 9.90E-01
155400 1999 6 24 12 50 0 2.07E+01 3.61E+01 1.30E+01 4.00E+01 2.40E+01 1.54E+01 1.84E+01 9.90E-01
156000 1999 6 24 13 0 0 2.08E+01 3.61E+01 1.30E+01 3.89E+01 2.89E+01 1.81E+01 2.25E+01 1.06E+00
156600 1999 6 24 13 10 0 2.09E+01 3.61E+01 1.30E+01 4.07E+01 3.42E+01 2.23E+01 2.60E+01 1.09E+00
157200 1999 6 24 13 20 0 2.10E+01 3.61E+01 1.30E+01 3.78E+01 3.13E+01 1.92E+01 2.47E+01 1.18E+00
157800 1999 6 24 13 30 0 2.12E+01 3.60E+01 1.30E+01 3.71E+01 3.47E+01 2.10E+01 2.77E+01 1.27E+00
158400 1999 6 24 13 40 0 2.11E+01 3.61E+01 1.30E+01 3.75E+01 3.33E+01 2.02E+01 2.64E+01 1.20E+00
159000 1999 6 24 13 50 0 2.11E+01 3.61E+01 1.30E+01 3.61E+01 3.47E+01 2.04E+01 2.81E+01 1.27E+00
159600 1999 6 24 14 0 0 2.11E+01 3.60E+01 1.30E+01 3.78E+01 4.16E+01 2.55E+01 3.28E+01 1.46E+00
160200 1999 6 24 14 10 0 2.12E+01 3.61E+01 1.30E+01 3.61E+01 4.50E+01 2.65E+01 3.64E+01 1.37E+00
160800 1999 6 24 14 20 0 2.14E+01 3.61E+01 1.30E+01 3.85E+01 4.50E+01 2.80E+01 3.52E+01 1.51E+00
161400 1999 6 24 14 30 0 2.16E+01 3.61E+01 1.30E+01 3.89E+01 4.50E+01 2.82E+01 3.50E+01 1.63E+00
162000 1999 6 24 14 40 0 2.17E+01 3.61E+01 1.30E+01 3.64E+01 4.35E+01 2.58E+01 3.50E+01 1.66E+00
162600 1999 6 24 14 50 0 2.19E+01 3.61E+01 1.30E+01 3.89E+01 4.35E+01 2.73E+01 3.39E+01 1.70E+00
163200 1999 6 24 15 0 0 2.21E+01 3.61E+01 1.30E+01 3.61E+01 4.55E+01 2.68E+01 3.67E+01 1.75E+00
163800 1999 6 24 15 10 0 2.22E+01 3.61E+01 1.30E+01 3.82E+01 4.16E+01 2.57E+01 3.27E+01 1.90E+00
164400 1999 6 24 15 20 0 2.24E+01 3.61E+01 1.30E+01 3.57E+01 4.55E+01 2.66E+01 3.69E+01 1.99E+00
165000 1999 6 24 15 30 0 2.25E+01 3.62E+01 1.30E+01 3.54E+01 4.35E+01 2.52E+01 3.55E+01 1.99E+00
165600 1999 6 24 15 40 0 2.27E+01 3.62E+01 1.30E+01 3.40E+01 3.77E+01 2.10E+01 3.12E+01 2.14E+00
166200 1999 6 24 15 50 0 2.29E+01 3.62E+01 1.30E+01 3.47E+01 3.77E+01 2.14E+01 3.10E+01 2.41E+00
166800 1999 6 24 16 0 0 2.31E+01 3.62E+01 1.30E+01 3.33E+01 3.77E+01 2.07E+01 3.15E+01 2.33E+00
167400 1999 6 24 16 10 0 2.32E+01 3.62E+01 1.30E+01 3.50E+01 3.42E+01 1.96E+01 2.80E+01 2.43E+00
168000 1999 6 24 16 20 0 2.33E+01 3.62E+01 1.30E+01 3.40E+01 2.84E+01 1.58E+01 2.35E+01 2.63E+00
168600 1999 6 24 16 30 0 2.34E+01 3.62E+01 1.30E+01 3.68E+01 2.54E+01 1.52E+01 2.04E+01 2.73E+00
169200 1999 6 24 16 40 0 2.35E+01 3.63E+01 1.30E+01 3.71E+01 2.40E+01 1.45E+01 1.91E+01 2.53E+00
169800 1999 6 24 16 50 0 2.37E+01 3.62E+01 1.30E+01 4.03E+01 2.05E+01 1.33E+01 1.57E+01 2.78E+00
170400 1999 6 24 17 0 0 2.38E+01 3.63E+01 1.30E+01 4.49E+01 1.37E+01 9.66E+00 9.70E+00 2.75E+00
171000 1999 6 24 17 10 0 2.38E+01 3.63E+01 1.30E+01 3.33E+01 8.80E+00 4.83E+00 7.36E+00 2.83E+00
171600 1999 6 24 17 20 0 2.40E+01 3.63E+01 1.30E+01 2.76E+01 9.78E+00 4.54E+00 8.66E+00 3.59E+00
172200 1999 6 24 17 30 0 2.40E+01 3.64E+01 1.30E+01 4.03E+01 1.03E+01 6.64E+00 7.83E+00 3.64E+00
172800 1999 6 24 17 40 0 2.39E+01 3.63E+01 1.30E+01 6.53E+01 3.91E+00 3.55E+00 1.64E+00 3.03E+00
173400 1999 6 24 17 50 0 2.39E+01 3.63E+01 1.30E+01 3.12E+02 9.80E-01 -7.26E-01 6.55E-01 3.03E+00
174000 1999 6 24 18 0 0 2.39E+01 3.63E+01 1.30E+01 2.16E+02 4.89E+00 -2.91E+00 -3.93E+00 3.28E+00
174600 1999 6 24 18 10 0 2.39E+01 3.63E+01 1.30E+01 2.14E+02 5.87E+00 -3.28E+00 -4.86E+00 3.21E+00
175200 1999 6 24 18 20 0 2.39E+01 3.63E+01 1.30E+01 2.26E+02 5.87E+00 -4.22E+00 -4.08E+00 3.33E+00
175800 1999 6 24 18 30 0 2.39E+01 3.63E+01 1.30E+01 2.13E+02 1.03E+01 -5.64E+00 -8.58E+00 3.38E+00
176400 1999 6 24 18 40 0 2.37E+01 3.62E+01 1.30E+01 2.23E+02 1.42E+01 -9.69E+00 -1.03E+01 2.71E+00
177000 1999 6 24 18 50 0 2.36E+01 3.62E+01 1.30E+01 2.22E+02 1.61E+01 -1.09E+01 -1.19E+01 2.63E+00
177600 1999 6 24 19 0 0 2.35E+01 3.62E+01 1.30E+01 2.08E+02 1.91E+01 -9.06E+00 -1.68E+01 2.43E+00
178200 1999 6 24 19 10 0 2.34E+01 3.61E+01 1.30E+01 2.09E+02 1.81E+01 -8.79E+00 -1.58E+01 2.68E+00
178800 1999 6 24 19 20 0 2.32E+01 3.60E+01 1.30E+01 2.05E+02 1.42E+01 -6.04E+00 -1.28E+01 2.53E+00
179400 1999 6 24 19 30 0 2.32E+01 3.61E+01 1.30E+01 2.12E+02 1.86E+01 -9.81E+00 -1.58E+01 2.61E+00
180000 1999 6 24 19 40 0 2.32E+01 3.61E+01 1.30E+01 2.06E+02 2.20E+01 -9.61E+00 -1.98E+01 2.53E+00
180600 1999 6 24 19 50 0 2.28E+01 3.61E+01 1.30E+01 2.10E+02 2.49E+01 -1.25E+01 -2.16E+01 2.14E+00
181200 1999 6 24 20 0 0 2.23E+01 3.60E+01 1.30E+01 2.14E+02 2.84E+01 -1.59E+01 -2.35E+01 1.85E+00
181800 1999 6 24 20 10 0 2.21E+01 3.61E+01 1.30E+01 2.14E+02 3.03E+01 -1.68E+01 -2.52E+01 1.66E+00
182400 1999 6 24 20 20 0 2.15E+01 3.60E+01 1.30E+01 2.18E+02 3.37E+01 -2.07E+01 -2.66E+01 1.46E+00
183000 1999 6 24 20 30 0 2.13E+01 3.61E+01 1.30E+01 2.18E+02 3.52E+01 -2.14E+01 -2.79E+01 1.23E+00
183600 1999 6 24 20 40 0 2.11E+01 3.61E+01 1.30E+01 2.18E+02 3.62E+01 -2.22E+01 -2.86E+01 1.09E+00
184200 1999 6 24 20 50 0 2.09E+01 3.61E+01 1.30E+01 2.18E+02 3.72E+01 -2.26E+01 -2.95E+01 1.18E+00
184800 1999 6 24 21 0 0 2.08E+01 3.61E+01 1.30E+01 2.12E+02 3.57E+01 -1.90E+01 -3.02E+01 9.90E-01
185400 1999 6 24 21 10 0 2.08E+01 3.61E+01 1.30E+01 2.15E+02 3.23E+01 -1.84E+01 -2.65E+01 8.50E-01
186000 1999 6 24 21 20 0 2.07E+01 3.61E+01 1.30E+01 2.13E+02 3.23E+01 -1.75E+01 -2.71E+01 9.00E-01
186600 1999 6 24 21 30 0 2.07E+01 3.61E+01 1.30E+01 2.16E+02 3.57E+01 -2.12E+01 -2.87E+01 8.70E-01
187200 1999 6 24 21 40 0 2.07E+01 3.61E+01 1.30E+01 2.15E+02 3.62E+01 -2.08E+01 -2.96E+01 9.00E-01
187800 1999 6 24 21 50 0 2.07E+01 3.61E+01 1.30E+01 2.16E+02 3.28E+01 -1.93E+01 -2.65E+01 8.10E-01
188400 1999 6 24 22 0 0 2.07E+01 3.61E+01 1.30E+01 2.17E+02 3.33E+01 -1.99E+01 -2.66E+01 8.10E-01
189000 1999 6 24 22 10 0 2.07E+01 3.61E+01 1.30E+01 2.15E+02 3.23E+01 -1.85E+01 -2.64E+01 1.09E+00
189600 1999 6 24 22 20 0 2.06E+01 3.61E+01 1.30E+01 2.18E+02 3.18E+01 -1.93E+01 -2.52E+01 8.50E-01
190200 1999 6 24 22 30 0 2.06E+01 3.61E+01 1.30E+01 2.18E+02 3.23E+01 -2.00E+01 -2.54E+01 8.10E-01
190800 1999 6 24 22 40 0 2.06E+01 3.61E+01 1.30E+01 2.19E+02 3.37E+01 -2.12E+01 -2.62E+01 9.00E-01
191400 1999 6 24 22 50 0 2.06E+01 3.61E+01 1.30E+01 2.13E+02 2.84E+01 -1.53E+01 -2.39E+01 8.10E-01
192000 1999 6 24 23 0 0 2.05E+01 3.61E+01 1.30E+01 2.18E+02 2.59E+01 -1.58E+01 -2.06E+01 8.10E-01
192600 1999 6 24 23 10 0 2.05E+01 3.61E+01 1.30E+01 2.16E+02 2.25E+01 -1.33E+01 -1.82E+01 8.10E-01
193200 1999 6 24 23 20 0 2.05E+01 3.61E+01 1.30E+01 2.13E+02 2.05E+01 -1.13E+01 -1.72E+01 8.10E-01
193800 1999 6 24 23 30 0 2.05E+01 3.61E+01 1.30E+01 2.20E+02 1.86E+01 -1.19E+01 -1.42E+01 8.10E-01
194400 1999 6 24 23 40 0 2.05E+01 3.61E+01 1.30E+01 2.25E+02 1.37E+01 -9.60E+00 -9.76E+00 8.10E-01
195000 1999 6 24 23 50 0 2.04E+01 3.61E+01 1.30E+01 2.17E+02 1.22E+01 -7.38E+00 -9.74E+00 8.50E-01
195600 1999 6 25 0 0 0 2.04E+01 3.61E+01 1.30E+01 2.08E+02 7.33E+00 -3.48E+00 -6.45E+00 8.50E-01
196200 1999 6 25 0 10 0 2.04E+01 3.61E+01 1.30E+01 2.01E+02 1.96E+00 -7.11E-01 -1.82E+00 8.50E-01
196800 1999 6 25 0 20 0 2.04E+01 3.61E+01 1.30E+01 1.53E+02 9.80E-01 4.47E-01 -8.70E-01 8.70E-01
197400 1999 6 25 0 30 0 2.04E+01 3.61E+01 1.30E+01 4.45E+01 1.96E+00 1.37E+00 1.39E+00 9.00E-01
198000 1999 6 25 0 40 0 2.04E+01 3.61E+01 1.30E+01 3.57E+01 1.08E+01 6.28E+00 8.73E+00 9.00E-01
198600 1999 6 25 0 50 0 2.04E+01 3.61E+01 1.30E+01 3.78E+01 1.37E+01 8.40E+00 1.08E+01 8.10E-01
199200 1999 6 25 1 0 0 2.05E+01 3.61E+01 1.30E+01 4.17E+01 1.66E+01 1.11E+01 1.24E+01 8.50E-01
199800 1999 6 25 1 10 0 2.05E+01 3.61E+01 1.30E+01 4.00E+01 2.25E+01 1.44E+01 1.72E+01 8.10E-01
200400 1999 6 25 1 20 0 2.05E+01 3.61E+01 1.30E+01 3.78E+01 2.89E+01 1.77E+01 2.28E+01 8.10E-01
201000 1999 6 25 1 30 0 2.05E+01 3.61E+01 1.30E+01 3.89E+01 3.03E+01 1.90E+01 2.36E+01 8.10E-01
201600 1999 6 25 1 40 0 2.06E+01 3.61E+01 1.30E+01 4.03E+01 3.47E+01 2.25E+01 2.65E+01 8.70E-01
202200 1999 6 25 1 50 0 2.06E+01 3.61E+01 1.30E+01 3.78E+01 3.18E+01 1.95E+01 2.51E+01 8.50E-01
202800 1999 6 25 2 0 0 2.06E+01 3.61E+01 1.30E+01 3.89E+01 3.86E+01 2.43E+01 3.01E+01 9.90E-01
203400 1999 6 25 2 10 0 2.06E+01 3.61E+01 1.30E+01 3.85E+01 3.86E+01 2.41E+01 3.02E+01 9.40E-01
204000 1999 6 25 2 20 0 2.06E+01 3.61E+01 1.30E+01 3.57E+01 4.40E+01 2.57E+01 3.57E+01 9.90E-01
204600 1999 6 25 2 30 0 2.07E+01 3.61E+01 1.30E+01 3.68E+01 4.50E+01 2.69E+01 3.60E+01 9.90E-01
205200 1999 6 25 2 40 0 2.07E+01 3.61E+01 1.30E+01 3.61E+01 4.40E+01 2.59E+01 3.56E+01 1.20E+00
205800 1999 6 25 2 50 0 2.08E+01 3.62E+01 1.30E+01 3.57E+01 4.50E+01 2.63E+01 3.65E+01 1.23E+00
206400 1999 6 25 3 0 0 2.09E+01 3.61E+01 1.30E+01 3.54E+01 4.69E+01 2.72E+01 3.83E+01 1.32E+00
207000 1999 6 25 3 10 0 2.11E+01 3.61E+01 1.30E+01 3.64E+01 4.55E+01 2.70E+01 3.66E+01 1.37E+00
207600 1999 6 25 3 20 0 2.12E+01 3.61E+01 1.30E+01 3.68E+01 4.69E+01 2.81E+01 3.76E+01 1.46E+00
208200 1999 6 25 3 30 0 2.14E+01 3.62E+01 1.30E+01 3.47E+01 4.65E+01 2.64E+01 3.82E+01 1.51E+00
208800 1999 6 25 3 40 0 2.16E+01 3.62E+01 1.30E+01 3.61E+01 4.40E+01 2.59E+01 3.56E+01 1.61E+00
209400 1999 6 25 3 50 0 2.17E+01 3.62E+01 1.30E+01 3.68E+01 4.30E+01 2.58E+01 3.45E+01 1.75E+00
210000 1999 6 25 4 0 0 2.19E+01 3.62E+01 1.30E+01 3.82E+01 3.91E+01 2.42E+01 3.07E+01 1.94E+00
210600 1999 6 25 4 10 0 2.20E+01 3.62E+01 1.30E+01 3.64E+01 3.67E+01 2.18E+01 2.95E+01 1.97E+00
211200 1999 6 25 4 20 0 2.22E+01 3.63E+01 1.30E+01 3.68E+01 3.33E+01 1.99E+01 2.66E+01 2.04E+00
211800 1999 6 25 4 30 0 2.22E+01 3.63E+01 1.30E+01 3.47E+01 3.08E+01 1.75E+01 2.53E+01 2.24E+00
212400 1999 6 25 4 40 0 2.24E+01 3.63E+01 1.30E+01 3.47E+01 2.84E+01 1.61E+01 2.33E+01 2.61E+00
213000 1999 6 25 4 50 0 2.24E+01 3.64E+01 1.30E+01 3.29E+01 2.20E+01 1.20E+01 1.85E+01 2.53E+00
213600 1999 6 25 5 0 0 2.23E+01 3.64E+01 1.30E+01 3.43E+01 1.81E+01 1.02E+01 1.49E+01 2.63E+00
214200 1999 6 25 5 10 0 2.22E+01 3.65E+01 1.30E+01 3.05E+01 1.08E+01 5.45E+00 9.27E+00 2.88E+00
214800 1999 6 25 5 20 0 2.22E+01 3.65E+01 1.30E+01 3.19E+01 7.82E+00 4.13E+00 6.64E+00 2.88E+00
215400 1999 6 25 5 30 0 2.24E+01 3.64E+01 1.30E+01 2.87E+01 8.31E+00 3.99E+00 7.29E+00 2.80E+00
216000 1999 6 25 5 40 0 2.25E+01 3.64E+01 1.30E+01 4.10E+01 1.22E+01 8.02E+00 9.22E+00 2.73E+00
216600 1999 6 25 5 50 0 2.24E+01 3.64E+01 1.30E+01 4.00E+01 1.03E+01 6.59E+00 7.87E+00 2.63E+00
217200 1999 6 25 6 0 0 2.24E+01 3.64E+01 1.30E+01 3.33E+01 5.38E+00 2.95E+00 4.50E+00 2.53E+00
217800 1999 6 25 6 10 0 2.23E+01 3.64E+01 1.30E+01 6.28E+01 1.96E+00 1.74E+00 8.94E-01 2.51E+00
218400 1999 6 25 6 20 0 2.24E+01 3.64E+01 1.30E+01 2.42E+02 1.47E+00 -1.30E+00 -6.86E-01 2.43E+00
219000 1999 6 25 6 30 0 2.24E+01 3.64E+01 1.30E+01 2.21E+02 5.38E+00 -3.53E+00 -4.06E+00 2.48E+00
219600 1999 6 25 6 40 0 2.25E+01 3.64E+01 1.30E+01 1.99E+02 6.36E+00 -2.02E+00 -6.03E+00 2.29E+00
220200 1999 6 25 6 50 0 2.25E+01 3.64E+01 1.30E+01 2.01E+02 9.78E+00 -3.45E+00 -9.15E+00 2.33E+00
220800 1999 6 25 7 0 0 2.25E+01 3.65E+01 1.30E+01 2.14E+02 1.03E+01 -5.69E+00 -8.55E+00 2.48E+00
221400 1999 6 25 7 10 0 2.22E+01 3.64E+01 1.30E+01 2.07E+02 1.61E+01 -7.23E+00 -1.44E+01 2.53E+00
222000 1999 6 25 7 20 0 2.22E+01 3.63E+01 1.30E+01 2.02E+02 1.81E+01 -6.79E+00 -1.68E+01 2.53E+00
222600 1999 6 25 7 30 0 2.21E+01 3.62E+01 1.30E+01 2.03E+02 2.05E+01 -8.17E+00 -1.88E+01 2.73E+00
223200 1999 6 25 7 40 0 2.17E+01 3.61E+01 1.30E+01 2.07E+02 2.30E+01 -1.04E+01 -2.05E+01 2.43E+00
223800 1999 6 25 7 50 0 2.18E+01 3.61E+01 1.30E+01 2.06E+02 2.84E+01 -1.25E+01 -2.54E+01 2.33E+00
224400 1999 6 25 8 0 0 2.15E+01 3.61E+01 1.30E+01 2.07E+02 2.84E+01 -1.27E+01 -2.54E+01 2.09E+00
