Time Serie Results File    
NAME   : TAVIRA 381A-02 
LOCALIZATION_I : -999999  
LOCALIZATION_J : -999999  
LOCALIZATION_K : 1  
SERIE_INITIAL_DATA   : 1999 6 22 17 40 0   
TIME_UNITS :  SECONDS  
MODEL_DOMAIN   :   
COORD_X : -7.6300  
COORD_Y : 37.1150  
Seconds YY MM DD hh mm ss Temp(oC) Sal Pressao(Kpa) DirN(o) VelC(cm/s) Comp-u(cm/s) Comp-v(cm/s) Turb(ftu)
<BeginTimeSerie>    
450000 1999 6 27 22 40 0 1.58E+01 3.62E+01 1.30E+01 2.17E+02 4.01E+01 -2.40E+01 -3.21E+01 1.27E+00
450600 1999 6 27 22 50 0 1.57E+01 3.61E+01 1.30E+01 2.14E+02 4.40E+01 -2.46E+01 -3.65E+01 1.27E+00
451200 1999 6 27 23 0 0 1.57E+01 3.62E+01 1.30E+01 2.14E+02 4.06E+01 -2.25E+01 -3.38E+01 2.29E+00
451800 1999 6 27 23 10 0 1.58E+01 3.61E+01 1.30E+01 2.15E+02 3.81E+01 -2.19E+01 -3.12E+01 2.33E+00
452400 1999 6 27 23 20 0 1.57E+01 3.62E+01 1.30E+01 2.12E+02 3.77E+01 -1.97E+01 -3.21E+01 1.51E+00
453000 1999 6 27 23 30 0 1.56E+01 3.61E+01 1.30E+01 2.18E+02 4.25E+01 -2.61E+01 -3.36E+01 2.25E+01
453600 1999 6 27 23 40 0 1.55E+01 3.62E+01 1.30E+01 2.15E+02 3.86E+01 -2.20E+01 -3.18E+01 1.51E+00
454200 1999 6 27 23 50 0 1.54E+01 3.62E+01 1.30E+01 2.15E+02 4.30E+01 -2.49E+01 -3.51E+01 1.70E+00
454800 1999 6 28 0 0 0 1.53E+01 3.52E+01 1.30E+01 2.17E+02 4.30E+01 -2.58E+01 -3.44E+01 1.94E+00
455400 1999 6 28 0 10 0 1.53E+01 3.52E+01 1.30E+01 2.17E+02 4.06E+01 -2.43E+01 -3.25E+01 1.90E+00
456000 1999 6 28 0 20 0 1.52E+01 3.52E+01 1.30E+01 2.15E+02 4.16E+01 -2.41E+01 -3.39E+01 1.75E+00
456600 1999 6 28 0 30 0 1.51E+01 3.48E+01 1.30E+01 2.17E+02 3.96E+01 -2.39E+01 -3.16E+01 1.75E+00
457200 1999 6 28 0 40 0 1.51E+01 3.48E+01 1.30E+01 2.16E+02 4.01E+01 -2.38E+01 -3.22E+01 1.06E+00
457800 1999 6 28 0 50 0 1.51E+01 3.48E+01 1.30E+01 2.16E+02 3.86E+01 -2.28E+01 -3.12E+01 4.41E+00
458400 1999 6 28 1 0 0 1.50E+01 3.48E+01 1.30E+01 2.13E+02 3.81E+01 -2.09E+01 -3.19E+01 1.09E+00
459000 1999 6 28 1 10 0 1.50E+01 3.49E+01 1.30E+01 2.19E+02 3.03E+01 -1.90E+01 -2.36E+01 1.09E+00
459600 1999 6 28 1 20 0 1.50E+01 3.62E+01 1.30E+01 2.19E+02 2.69E+01 -1.69E+01 -2.09E+01 9.40E-01
460200 1999 6 28 1 30 0 1.50E+01 3.60E+01 1.30E+01 2.13E+02 2.05E+01 -1.11E+01 -1.73E+01 1.97E+00
460800 1999 6 28 1 40 0 1.50E+01 3.62E+01 1.30E+01 2.18E+02 1.96E+01 -1.19E+01 -1.55E+01 9.00E-01
461400 1999 6 28 1 50 0 1.50E+01 3.62E+01 1.30E+01 2.16E+02 1.52E+01 -8.86E+00 -1.23E+01 9.00E-01
462000 1999 6 28 2 0 0 1.50E+01 3.62E+01 1.30E+01 2.14E+02 1.12E+01 -6.29E+00 -9.32E+00 9.00E-01
462600 1999 6 28 2 10 0 1.50E+01 3.62E+01 1.30E+01 2.07E+02 7.33E+00 -3.33E+00 -6.54E+00 8.70E-01
463200 1999 6 28 2 20 0 1.49E+01 3.62E+01 1.30E+01 5.75E+01 5.87E+00 4.95E+00 3.15E+00 9.00E-01
463800 1999 6 28 2 30 0 1.50E+01 3.62E+01 1.30E+01 3.57E+01 1.12E+01 6.57E+00 9.13E+00 9.00E-01
464400 1999 6 28 2 40 0 1.50E+01 3.62E+01 1.30E+01 3.96E+01 1.91E+01 1.22E+01 1.47E+01 8.70E-01
465000 1999 6 28 2 50 0 1.50E+01 3.62E+01 1.30E+01 3.71E+01 2.40E+01 1.45E+01 1.91E+01 8.70E-01
465600 1999 6 28 3 0 0 1.50E+01 3.62E+01 1.30E+01 3.64E+01 2.74E+01 1.63E+01 2.20E+01 8.50E-01
466200 1999 6 28 3 10 0 1.50E+01 3.62E+01 1.30E+01 3.61E+01 3.47E+01 2.04E+01 2.81E+01 9.00E-01
466800 1999 6 28 3 20 0 1.51E+01 3.61E+01 1.30E+01 3.47E+01 3.42E+01 1.95E+01 2.81E+01 9.00E-01
467400 1999 6 28 3 30 0 1.51E+01 3.61E+01 1.30E+01 3.50E+01 3.96E+01 2.27E+01 3.24E+01 9.90E-01
468000 1999 6 28 3 40 0 1.52E+01 3.62E+01 1.30E+01 3.64E+01 4.60E+01 2.73E+01 3.70E+01 1.09E+00
468600 1999 6 28 3 50 0 1.53E+01 3.61E+01 1.30E+01 3.43E+01 4.65E+01 2.62E+01 3.84E+01 7.07E+00
469200 1999 6 28 4 0 0 1.53E+01 3.61E+01 1.30E+01 3.54E+01 5.33E+01 3.09E+01 4.34E+01 1.37E+00
469800 1999 6 28 4 10 0 1.53E+01 3.61E+01 1.30E+01 3.40E+01 5.48E+01 3.06E+01 4.54E+01 1.32E+00
470400 1999 6 28 4 20 0 1.55E+01 3.62E+01 1.30E+01 3.33E+01 5.38E+01 2.95E+01 4.50E+01 1.42E+00
471000 1999 6 28 4 30 0 1.56E+01 3.61E+01 1.30E+01 3.47E+01 5.72E+01 3.25E+01 4.70E+01 1.54E+00
471600 1999 6 28 4 40 0 1.58E+01 3.62E+01 1.30E+01 3.40E+01 5.97E+01 3.33E+01 4.95E+01 1.61E+00
472200 1999 6 28 4 50 0 1.59E+01 3.62E+01 1.30E+01 3.47E+01 6.21E+01 3.53E+01 5.11E+01 1.66E+00
472800 1999 6 28 5 0 0 1.61E+01 3.62E+01 1.30E+01 3.47E+01 6.26E+01 3.56E+01 5.15E+01 1.66E+00
473400 1999 6 28 5 10 0 1.63E+01 3.62E+01 1.30E+01 3.40E+01 6.50E+01 3.63E+01 5.39E+01 1.85E+00
474000 1999 6 28 5 20 0 1.64E+01 3.62E+01 1.30E+01 3.50E+01 5.87E+01 3.37E+01 4.80E+01 2.04E+00
474600 1999 6 28 5 30 0 1.67E+01 3.62E+01 1.30E+01 3.29E+01 6.55E+01 3.56E+01 5.50E+01 8.71E+00
475200 1999 6 28 5 40 0 1.69E+01 3.63E+01 1.30E+01 3.54E+01 5.09E+01 2.94E+01 4.15E+01 1.39E+01
475800 1999 6 28 5 50 0 1.71E+01 3.63E+01 1.30E+01 3.54E+01 5.23E+01 3.03E+01 4.27E+01 1.34E+01
476400 1999 6 28 6 0 0 1.75E+01 3.63E+01 1.30E+01 3.43E+01 4.74E+01 2.67E+01 3.92E+01 1.39E+01
477000 1999 6 28 6 10 0 1.78E+01 3.63E+01 1.30E+01 3.22E+01 4.55E+01 2.42E+01 3.85E+01 9.38E+00
477600 1999 6 28 6 20 0 1.81E+01 3.64E+01 1.30E+01 3.54E+01 4.65E+01 2.69E+01 3.79E+01 2.19E+01
478200 1999 6 28 6 30 0 1.86E+01 3.64E+01 1.30E+01 3.50E+01 4.11E+01 2.36E+01 3.36E+01 1.76E+01
478800 1999 6 28 6 40 0 1.89E+01 3.65E+01 1.30E+01 3.15E+01 3.47E+01 1.81E+01 2.96E+01 2.07E+01
479400 1999 6 28 6 50 0 1.91E+01 3.65E+01 1.30E+01 3.33E+01 2.49E+01 1.37E+01 2.08E+01 1.53E+01
480000 1999 6 28 7 0 0 1.93E+01 3.66E+01 1.30E+01 3.47E+01 2.89E+01 1.64E+01 2.37E+01 1.62E+01
480600 1999 6 28 7 10 0 1.93E+01 3.66E+01 1.30E+01 3.26E+01 2.00E+01 1.08E+01 1.69E+01 1.07E+01
481200 1999 6 28 7 20 0 1.92E+01 3.67E+01 1.30E+01 3.85E+01 1.81E+01 1.13E+01 1.41E+01 1.90E+01
481800 1999 6 28 7 30 0 1.92E+01 3.67E+01 1.30E+01 3.12E+01 1.03E+01 5.31E+00 8.79E+00 1.98E+01
482400 1999 6 28 7 40 0 1.91E+01 3.66E+01 1.30E+01 2.09E+02 4.90E-01 -2.38E-01 -4.27E-01 2.26E+01
483000 1999 6 28 7 50 0 1.94E+01 3.68E+01 1.30E+01 1.88E+02 4.90E-01 -6.80E-02 -4.84E-01 3.13E+00
483600 1999 6 28 8 0 0 1.93E+01 3.67E+01 1.30E+01 5.12E+01 3.42E+00 2.67E+00 2.14E+00 2.88E+00
484200 1999 6 28 8 10 0 1.94E+01 3.66E+01 1.30E+01 2.01E+02 1.96E+00 -7.00E-01 -1.83E+00 2.78E+00
484800 1999 6 28 8 20 0 1.94E+01 3.67E+01 1.30E+01 2.18E+02 1.03E+01 -6.35E+00 -8.07E+00 2.83E+00
485400 1999 6 28 8 30 0 1.95E+01 3.67E+01 1.30E+01 2.58E+02 4.89E+00 -4.78E+00 -1.05E+00 2.83E+00
486000 1999 6 28 8 40 0 1.93E+01 3.66E+01 1.30E+01 2.23E+02 1.37E+01 -9.42E+00 -9.93E+00 2.63E+00
486600 1999 6 28 8 50 0 1.90E+01 3.65E+01 1.30E+01 2.15E+02 2.64E+01 -1.52E+01 -2.16E+01 2.63E+00
487200 1999 6 28 9 0 0 1.90E+01 3.65E+01 1.30E+01 2.06E+02 1.37E+01 -6.06E+00 -1.23E+01 2.71E+00
487800 1999 6 28 9 10 0 1.89E+01 3.64E+01 1.30E+01 2.11E+02 2.69E+01 -1.38E+01 -2.31E+01 2.58E+00
488400 1999 6 28 9 20 0 1.82E+01 3.63E+01 1.30E+01 2.08E+02 2.00E+01 -9.31E+00 -1.78E+01 2.53E+00
489000 1999 6 28 9 30 0 1.82E+01 3.63E+01 1.30E+01 2.11E+02 2.40E+01 -1.24E+01 -2.05E+01 2.58E+00
489600 1999 6 28 9 40 0 1.80E+01 3.63E+01 1.30E+01 2.15E+02 3.77E+01 -2.14E+01 -3.10E+01 2.53E+00
490200 1999 6 28 9 50 0 1.77E+01 3.63E+01 1.30E+01 2.16E+02 3.37E+01 -2.00E+01 -2.71E+01 2.41E+00
490800 1999 6 28 10 0 0 1.65E+01 3.61E+01 1.30E+01 2.15E+02 4.16E+01 -2.41E+01 -3.39E+01 2.02E+00
491400 1999 6 28 10 10 0 1.61E+01 3.61E+01 1.30E+01 2.17E+02 3.72E+01 -2.23E+01 -2.98E+01 1.66E+00
492000 1999 6 28 10 20 0 1.57E+01 3.61E+01 1.30E+01 2.13E+02 5.18E+01 -2.84E+01 -4.33E+01 1.46E+00
492600 1999 6 28 10 30 0 1.55E+01 3.62E+01 1.30E+01 2.15E+02 3.72E+01 -2.13E+01 -3.04E+01 1.37E+00
493200 1999 6 28 10 40 0 1.54E+01 3.61E+01 1.30E+01 2.16E+02 4.40E+01 -2.57E+01 -3.57E+01 1.37E+00
493800 1999 6 28 10 50 0 1.53E+01 3.61E+01 1.30E+01 2.15E+02 4.84E+01 -2.78E+01 -3.96E+01 1.20E+00
494400 1999 6 28 11 0 0 1.53E+01 3.61E+01 1.30E+01 2.13E+02 4.55E+01 -2.50E+01 -3.80E+01 1.20E+00
495000 1999 6 28 11 10 0 1.52E+01 3.57E+01 1.30E+01 2.15E+02 4.94E+01 -2.86E+01 -4.03E+01 1.18E+00
495600 1999 6 28 11 20 0 1.52E+01 3.55E+01 1.30E+01 2.11E+02 4.55E+01 -2.33E+01 -3.90E+01 1.13E+00
496200 1999 6 28 11 30 0 1.53E+01 3.62E+01 1.30E+01 2.13E+02 4.16E+01 -2.26E+01 -3.49E+01 1.09E+00
496800 1999 6 28 11 40 0 1.53E+01 3.61E+01 1.30E+01 2.15E+02 5.09E+01 -2.89E+01 -4.18E+01 1.16E+00
497400 1999 6 28 11 50 0 1.53E+01 3.62E+01 1.30E+01 2.15E+02 4.50E+01 -2.56E+01 -3.70E+01 3.13E+00
498000 1999 6 28 12 0 0 1.53E+01 3.62E+01 1.30E+01 2.17E+02 4.79E+01 -2.89E+01 -3.82E+01 1.27E+00
498600 1999 6 28 12 10 0 1.53E+01 3.62E+01 1.30E+01 2.15E+02 5.62E+01 -3.26E+01 -4.58E+01 7.64E+00
499200 1999 6 28 12 20 0 1.54E+01 3.61E+01 1.30E+01 2.17E+02 4.99E+01 -2.99E+01 -3.99E+01 1.27E+00
499800 1999 6 28 12 30 0 1.54E+01 3.62E+01 1.30E+01 2.16E+02 4.60E+01 -2.73E+01 -3.70E+01 1.18E+00
500400 1999 6 28 12 40 0 1.54E+01 3.61E+01 1.30E+01 2.18E+02 4.65E+01 -2.83E+01 -3.68E+01 1.23E+00
501000 1999 6 28 12 50 0 1.54E+01 3.61E+01 1.30E+01 2.18E+02 4.79E+01 -2.96E+01 -3.76E+01 9.90E-01
501600 1999 6 28 13 0 0 1.54E+01 3.62E+01 1.30E+01 2.15E+02 4.55E+01 -2.63E+01 -3.71E+01 9.90E-01
502200 1999 6 28 13 10 0 1.55E+01 3.62E+01 1.30E+01 2.18E+02 3.67E+01 -2.27E+01 -2.88E+01 9.90E-01
502800 1999 6 28 13 20 0 1.55E+01 3.61E+01 1.30E+01 2.14E+02 4.16E+01 -2.34E+01 -3.43E+01 9.90E-01
503400 1999 6 28 13 30 0 1.55E+01 3.62E+01 1.30E+01 2.22E+02 3.47E+01 -2.31E+01 -2.59E+01 9.90E-01
504000 1999 6 28 13 40 0 1.55E+01 3.62E+01 1.30E+01 2.21E+02 3.28E+01 -2.15E+01 -2.47E+01 9.90E-01
504600 1999 6 28 13 50 0 1.55E+01 3.62E+01 1.30E+01 2.19E+02 2.25E+01 -1.40E+01 -1.76E+01 9.90E-01
505200 1999 6 28 14 0 0 1.55E+01 3.62E+01 1.30E+01 2.16E+02 2.10E+01 -1.23E+01 -1.71E+01 9.70E-01
505800 1999 6 28 14 10 0 1.56E+01 3.61E+01 1.30E+01 2.09E+02 2.10E+01 -1.03E+01 -1.83E+01 9.90E-01
506400 1999 6 28 14 20 0 1.56E+01 3.62E+01 1.30E+01 2.14E+02 1.17E+01 -6.62E+00 -9.69E+00 9.90E-01
507000 1999 6 28 14 30 0 1.56E+01 3.62E+01 1.30E+01 2.08E+02 6.84E+00 -3.18E+00 -6.06E+00 9.40E-01
507600 1999 6 28 14 40 0 1.57E+01 3.61E+01 1.30E+01 5.37E+01 5.38E+00 4.33E+00 3.19E+00 9.40E-01
508200 1999 6 28 14 50 0 1.58E+01 3.62E+01 1.30E+01 3.71E+01 1.76E+01 1.06E+01 1.40E+01 9.40E-01
508800 1999 6 28 15 0 0 1.59E+01 3.61E+01 1.30E+01 3.22E+01 2.25E+01 1.20E+01 1.90E+01 9.90E-01
509400 1999 6 28 15 10 0 1.59E+01 3.61E+01 1.30E+01 3.43E+01 2.93E+01 1.65E+01 2.42E+01 9.90E-01
510000 1999 6 28 15 20 0 1.59E+01 3.61E+01 1.30E+01 4.59E+01 3.33E+01 2.39E+01 2.31E+01 9.90E-01
510600 1999 6 28 15 30 0 1.62E+01 3.61E+01 1.30E+01 4.24E+01 4.74E+01 3.20E+01 3.50E+01 1.09E+00
511200 1999 6 28 15 40 0 1.62E+01 3.61E+01 1.30E+01 4.21E+01 4.65E+01 3.11E+01 3.45E+01 1.20E+00
511800 1999 6 28 15 50 0 1.62E+01 3.61E+01 1.30E+01 4.14E+01 5.13E+01 3.39E+01 3.85E+01 1.23E+00
512400 1999 6 28 16 0 0 1.63E+01 3.61E+01 1.30E+01 4.28E+01 5.48E+01 3.72E+01 4.02E+01 1.23E+00
513000 1999 6 28 16 10 0 1.63E+01 3.62E+01 1.30E+01 4.03E+01 6.60E+01 4.27E+01 5.03E+01 1.37E+00
513600 1999 6 28 16 20 0 1.64E+01 3.61E+01 1.30E+01 3.89E+01 6.21E+01 3.90E+01 4.83E+01 1.56E+00
514200 1999 6 28 16 30 0 1.65E+01 3.62E+01 1.30E+01 3.75E+01 6.26E+01 3.81E+01 4.97E+01 1.56E+00
514800 1999 6 28 16 40 0 1.67E+01 3.62E+01 1.30E+01 4.07E+01 6.50E+01 4.24E+01 4.93E+01 1.66E+00
515400 1999 6 28 16 50 0 1.69E+01 3.61E+01 1.30E+01 4.14E+01 6.41E+01 4.23E+01 4.81E+01 1.90E+00
516000 1999 6 28 17 0 0 1.72E+01 3.61E+01 1.30E+01 3.85E+01 6.60E+01 4.11E+01 5.16E+01 2.04E+00
516600 1999 6 28 17 10 0 1.74E+01 3.61E+01 1.30E+01 3.85E+01 7.38E+01 4.60E+01 5.77E+01 2.14E+00
517200 1999 6 28 17 20 0 1.77E+01 3.61E+01 1.30E+01 3.89E+01 7.33E+01 4.60E+01 5.71E+01 2.88E+00
517800 1999 6 28 17 30 0 1.80E+01 3.63E+01 1.30E+01 3.93E+01 6.36E+01 4.02E+01 4.92E+01 2.83E+00
518400 1999 6 28 17 40 0 1.84E+01 3.63E+01 1.30E+01 3.93E+01 6.55E+01 4.14E+01 5.07E+01 2.53E+00
519000 1999 6 28 17 50 0 1.88E+01 3.63E+01 1.30E+01 3.75E+01 6.55E+01 3.99E+01 5.20E+01 3.03E+00
519600 1999 6 28 18 0 0 1.92E+01 3.64E+01 1.30E+01 3.85E+01 6.21E+01 3.87E+01 4.86E+01 5.40E+00
520200 1999 6 28 18 10 0 1.95E+01 3.63E+01 1.30E+01 3.75E+01 5.28E+01 3.21E+01 4.19E+01 6.20E+00
520800 1999 6 28 18 20 0 1.99E+01 3.64E+01 1.30E+01 3.75E+01 5.43E+01 3.30E+01 4.31E+01 3.08E+00
521400 1999 6 28 18 30 0 2.02E+01 3.65E+01 1.30E+01 3.78E+01 4.45E+01 2.73E+01 3.51E+01 4.56E+00
522000 1999 6 28 18 40 0 2.05E+01 3.65E+01 1.30E+01 3.93E+01 4.94E+01 3.12E+01 3.82E+01 3.33E+00
522600 1999 6 28 18 50 0 2.09E+01 3.65E+01 1.30E+01 3.75E+01 4.65E+01 2.83E+01 3.69E+01 3.23E+00
523200 1999 6 28 19 0 0 2.12E+01 3.66E+01 1.30E+01 3.85E+01 3.81E+01 2.38E+01 2.98E+01 3.08E+00
523800 1999 6 28 19 10 0 2.14E+01 3.67E+01 1.30E+01 3.78E+01 3.72E+01 2.28E+01 2.93E+01 1.73E+01
524400 1999 6 28 19 20 0 2.15E+01 3.67E+01 1.30E+01 3.82E+01 2.59E+01 1.60E+01 2.04E+01 1.76E+01
525000 1999 6 28 19 30 0 2.17E+01 3.67E+01 1.30E+01 3.78E+01 2.54E+01 1.56E+01 2.01E+01 2.26E+01
525600 1999 6 28 19 40 0 2.18E+01 3.67E+01 1.30E+01 3.71E+01 2.74E+01 1.65E+01 2.18E+01 2.26E+01
526200 1999 6 28 19 50 0 2.17E+01 3.66E+01 1.30E+01 3.89E+01 2.15E+01 1.35E+01 1.67E+01 2.26E+01
526800 1999 6 28 20 0 0 2.18E+01 3.68E+01 1.30E+01 3.68E+01 9.78E+00 5.86E+00 7.83E+00 1.72E+01
527400 1999 6 28 20 10 0 2.18E+01 3.68E+01 1.30E+01 5.19E+01 4.90E-01 3.85E-01 3.02E-01 3.56E+00
528000 1999 6 28 20 20 0 2.18E+01 3.68E+01 1.30E+01 3.40E+01 4.89E+00 2.73E+00 4.05E+00 3.38E+00
528600 1999 6 28 20 30 0 2.19E+01 3.68E+01 1.30E+01 2.98E+01 9.80E-01 4.85E-01 8.49E-01 3.13E+00
